f2t53|soltarpipetaamarilla| | | |2014-05-21T17:56:26.0000000Z
f2t54|entregartubomezcla| | | |2014-05-21T17:56:37.0000000Z
f2t55|abrirpcr| | | |2014-05-21T17:56:59.0000000Z
f2t56|soltarmezcla| | | |2014-05-21T17:57:26.0000000Z
f2t57|cerrarpcr| | | |2014-05-21T17:57:32.0000000Z
f2t58|amplificarfragmento| | | |2014-05-21T17:57:37.0000000Z
f2t59|entregarmezclapcr| | | |2014-05-21T17:58:20.0000000Z
f2t60|guardarpcr| | | |2014-05-21T17:58:59.0000000Z
f2t61|soltartubonevera| | | |2014-05-21T17:59:18.0000000Z
f3t1|encendertermobloque| | | |2014-05-21T17:59:47.0000000Z
f3t4|calentartermobloque| | | |2014-05-21T17:59:58.0000000Z
f3t2|releerfundamentos| | | |2014-05-21T18:00:09.0000000Z
f3t3|releerprotocolo| | | |2014-05-21T18:00:25.0000000Z
f3t5|entregarbandejahielo| | | |2014-05-21T18:01:00.0000000Z
f3t23|tomartampote| | | |2014-05-21T18:02:24.0000000Z
f3t11|tomaraguadestilada| | | |2014-05-21T18:02:33.0000000Z
f3t27|soltarbandejapoyata| | | |2014-05-21T18:02:55.0000000Z
f3t26|soltarbandejapoyataprimeravez| | | |2014-05-21T18:03:00.0000000Z
f3t28|sacartuboligacion| | | |2014-05-21T18:03:18.0000000Z
f3t29|entregarpipetaamarilla| | | |2014-05-21T18:03:31.0000000Z
f3t31|cargarpuntaamarilla| | | |2014-05-21T18:04:13.0000000Z
f3t32|iniciarmezcla| | | |2014-05-21T18:04:35.0000000Z
f3t48|agregartampote| | | |2014-05-21T18:04:59.0000000Z
f3t37|agregaraguadestilada| | | |2014-05-21T18:05:17.0000000Z
f3t52|finmezcla| |f3t33-f3t34-f3t35-f3t36|f3t48|2014-05-21T18:05:49.0000000Z
f3t53|soltarpipetaamarilla| | | |2014-05-21T18:06:15.0000000Z
f3t54|entregartubomezcla| | | |2014-05-21T18:06:40.0000000Z
f3t55|abrirtermobloque| | | |2014-05-21T18:07:27.0000000Z
f3t56|soltarmezcla| | | |2014-05-21T18:07:44.0000000Z
f3t57|cerrartermobloque| | | |2014-05-21T18:07:49.0000000Z

f3t58|amplificarfragmento| | | |2014-05-21T18:08:18.0000000Z
f3t59|entregarmezclaligacion| | | |2014-05-21T18:08:38.0000000Z
f3t60|guardarligacion| | | |2014-05-21T18:09:10.0000000Z
f3t61|soltartubonevera| | | |2014-05-21T18:09:50.0000000Z
